date,state,second_doses,full_per,change,as_at
2021-03-22,act,NA,NA,NA,2021-12-24
2021-03-22,qld,NA,NA,NA,2021-12-24
2021-03-22,nsw,NA,NA,NA,2021-12-24
2021-03-22,vic,3369,0.06,NA,2021-12-24
2021-03-23,act,NA,NA,NA,2021-12-24
2021-03-23,qld,NA,NA,NA,2021-12-24
2021-03-23,nsw,NA,NA,NA,2021-12-24
2021-03-23,vic,4362,0.08,0.02,2021-12-24
2021-03-24,act,NA,NA,NA,2021-12-24
2021-03-24,qld,NA,NA,NA,2021-12-24
2021-03-24,nsw,NA,NA,NA,2021-12-24
2021-03-24,vic,5709,0.1,0.02,2021-12-24
2021-03-25,act,NA,NA,NA,2021-12-24
2021-03-25,qld,NA,NA,NA,2021-12-24
2021-03-25,nsw,NA,NA,NA,2021-12-24
2021-03-25,vic,6797,0.12,0.02,2021-12-24
2021-03-26,act,NA,NA,NA,2021-12-24
2021-03-26,qld,NA,NA,NA,2021-12-24
2021-03-26,nsw,NA,NA,NA,2021-12-24
2021-03-26,vic,7874,0.14,0.02,2021-12-24
2021-03-27,act,NA,NA,NA,2021-12-24
2021-03-27,qld,NA,NA,NA,2021-12-24
2021-03-27,nsw,NA,NA,NA,2021-12-24
2021-03-27,vic,9073,0.16,0.02,2021-12-24
2021-03-28,act,NA,NA,NA,2021-12-24
2021-03-28,qld,7000,0.16,NA,2021-12-24
2021-03-28,nsw,NA,NA,NA,2021-12-24
2021-03-28,vic,9612,0.17,0.01,2021-12-24
2021-03-29,act,NA,NA,NA,2021-12-24
2021-03-29,qld,7000,0.16,0,2021-12-24
2021-03-29,nsw,NA,NA,NA,2021-12-24
2021-03-29,vic,11108,0.19,0.02,2021-12-24
2021-03-30,act,NA,NA,NA,2021-12-24
2021-03-30,qld,7000,0.16,0,2021-12-24
2021-03-30,nsw,NA,NA,NA,2021-12-24
2021-03-30,vic,12782,0.22,0.03,2021-12-24
2021-03-31,act,NA,NA,NA,2021-12-24
2021-03-31,qld,7000,0.16,0,2021-12-24
2021-03-31,nsw,NA,NA,NA,2021-12-24
2021-03-31,vic,15448,0.27,0.05,2021-12-24
2021-04-01,act,NA,NA,NA,2021-12-24
2021-04-01,qld,7000,0.16,0,2021-12-24
2021-04-01,nsw,29796,0.43,NA,2021-12-24
2021-04-01,vic,18059,0.32,0.05,2021-12-24
2021-04-02,act,NA,NA,NA,2021-12-24
2021-04-02,qld,7000,0.16,0,2021-12-24
2021-04-02,nsw,30383,0.44,0.01,2021-12-24
2021-04-02,vic,18413,0.32,0,2021-12-24
2021-04-03,act,NA,NA,NA,2021-12-24
2021-04-03,qld,7000,0.16,0,2021-12-24
2021-04-03,nsw,31212,0.45,0.01,2021-12-24
2021-04-03,vic,18414,0.32,0,2021-12-24
2021-04-04,act,NA,NA,NA,2021-12-24
2021-04-04,qld,7000,0.16,0,2021-12-24
2021-04-04,nsw,31212,0.45,0,2021-12-24
2021-04-04,vic,18726,0.33,0.01,2021-12-24
2021-04-05,act,NA,NA,NA,2021-12-24
2021-04-05,qld,7000,0.16,0,2021-12-24
2021-04-05,nsw,31795,0.46,0.01,2021-12-24
2021-04-05,vic,19116,0.33,0,2021-12-24
2021-04-06,act,NA,NA,NA,2021-12-24
2021-04-06,qld,7000,0.16,NA,2021-12-24
2021-04-06,nsw,35475,0.51,0.05,2021-12-24
2021-04-06,vic,21690,0.38,0.05,2021-12-24
2021-04-07,act,NA,NA,NA,2021-12-24
2021-04-07,qld,NA,NA,NA,2021-12-24
2021-04-07,nsw,38445,0.55,0.04,2021-12-24
2021-04-07,vic,23793,0.42,0.04,2021-12-24
2021-04-08,act,NA,NA,NA,2021-12-24
2021-04-08,qld,NA,NA,NA,2021-12-24
2021-04-08,nsw,41376,0.59,0.04,2021-12-24
2021-04-08,vic,27261,0.48,0.06,2021-12-24
2021-04-09,act,NA,NA,NA,2021-12-24
2021-04-09,qld,NA,NA,NA,2021-12-24
2021-04-09,nsw,44016,0.63,0.04,2021-12-24
2021-04-09,vic,29360,0.51,0.03,2021-12-24
2021-04-10,act,NA,NA,NA,2021-12-24
2021-04-10,qld,NA,NA,NA,2021-12-24
2021-04-10,nsw,44208,0.64,0.01,2021-12-24
2021-04-10,vic,29835,0.52,0.01,2021-12-24
2021-04-11,act,NA,NA,NA,2021-12-24
2021-04-11,qld,NA,NA,NA,2021-12-24
2021-04-11,nsw,44208,0.64,0,2021-12-24
2021-04-11,vic,30255,0.53,0.01,2021-12-24
2021-04-12,act,NA,NA,NA,2021-12-24
2021-04-12,qld,NA,NA,NA,2021-12-24
2021-04-12,nsw,46400,0.67,0.03,2021-12-24
2021-04-12,vic,32489,0.57,0.04,2021-12-24
2021-04-13,act,NA,NA,NA,2021-12-24
2021-04-13,qld,NA,NA,NA,2021-12-24
2021-04-13,nsw,48482,0.7,0.03,2021-12-24
2021-04-13,vic,34530,0.6,0.03,2021-12-24
2021-04-14,act,NA,NA,NA,2021-12-24
2021-04-14,qld,NA,NA,NA,2021-12-24
2021-04-14,nsw,50388,0.72,0.02,2021-12-24
2021-04-14,vic,36307,0.64,0.04,2021-12-24
2021-04-15,act,NA,NA,NA,2021-12-24
2021-04-15,qld,NA,NA,NA,2021-12-24
2021-04-15,nsw,52537,0.76,0.04,2021-12-24
2021-04-15,vic,37534,0.66,0.02,2021-12-24
2021-04-16,act,NA,NA,NA,2021-12-24
2021-04-16,qld,NA,NA,NA,2021-12-24
2021-04-16,nsw,54555,0.78,0.02,2021-12-24
2021-04-16,vic,38814,0.68,0.02,2021-12-24
2021-04-17,act,NA,NA,NA,2021-12-24
2021-04-17,qld,NA,NA,NA,2021-12-24
2021-04-17,nsw,54668,0.79,0.01,2021-12-24
2021-04-17,vic,38849,0.68,0,2021-12-24
2021-04-18,act,NA,NA,NA,2021-12-24
2021-04-18,qld,NA,NA,NA,2021-12-24
2021-04-18,nsw,54668,0.79,0,2021-12-24
2021-04-18,vic,39322,0.69,0.01,2021-12-24
2021-04-19,act,NA,NA,NA,2021-12-24
2021-04-19,qld,NA,NA,NA,2021-12-24
2021-04-19,nsw,54736,0.79,0,2021-12-24
2021-04-19,vic,41142,0.72,0.03,2021-12-24
2021-04-20,act,NA,NA,NA,2021-12-24
2021-04-20,qld,NA,NA,NA,2021-12-24
2021-04-20,nsw,58662,0.84,0.05,2021-12-24
2021-04-20,vic,42235,0.74,0.02,2021-12-24
2021-04-21,act,NA,NA,NA,2021-12-24
2021-04-21,qld,NA,NA,NA,2021-12-24
2021-04-21,nsw,60582,0.87,0.03,2021-12-24
2021-04-21,vic,43145,0.75,0.01,2021-12-24
2021-04-22,act,NA,NA,NA,2021-12-24
2021-04-22,qld,NA,NA,NA,2021-12-24
2021-04-22,nsw,62491,0.9,0.03,2021-12-24
2021-04-22,vic,44750,0.78,0.03,2021-12-24
2021-04-23,act,NA,NA,NA,2021-12-24
2021-04-23,qld,NA,NA,NA,2021-12-24
2021-04-23,nsw,63317,0.91,0.01,2021-12-24
2021-04-23,vic,44750,0.78,0,2021-12-24
2021-04-24,act,NA,NA,NA,2021-12-24
2021-04-24,qld,NA,NA,NA,2021-12-24
2021-04-24,nsw,63537,0.91,0,2021-12-24
2021-04-24,vic,45537,0.8,0.02,2021-12-24
2021-04-25,act,NA,NA,NA,2021-12-24
2021-04-25,qld,NA,NA,NA,2021-12-24
2021-04-25,nsw,63537,0.91,0,2021-12-24
2021-04-25,vic,45559,0.8,0,2021-12-24
2021-04-26,act,NA,NA,NA,2021-12-24
2021-04-26,qld,NA,NA,NA,2021-12-24
2021-04-26,nsw,63944,0.92,0.01,2021-12-24
2021-04-26,vic,45800,0.8,0,2021-12-24
2021-04-27,act,NA,NA,NA,2021-12-24
2021-04-27,qld,NA,NA,NA,2021-12-24
2021-04-27,nsw,64910,0.93,0.01,2021-12-24
2021-04-27,vic,46873,0.82,0.02,2021-12-24
2021-04-28,act,NA,NA,NA,2021-12-24
2021-04-28,qld,NA,NA,NA,2021-12-24
2021-04-28,nsw,65948,0.95,0.02,2021-12-24
2021-04-28,vic,47438,0.83,0.01,2021-12-24
2021-04-29,act,NA,NA,NA,2021-12-24
2021-04-29,qld,NA,NA,NA,2021-12-24
2021-04-29,nsw,67149,0.97,0.02,2021-12-24
2021-04-29,vic,47959,0.84,0.01,2021-12-24
2021-04-30,act,NA,NA,NA,2021-12-24
2021-04-30,qld,NA,NA,NA,2021-12-24
2021-04-30,nsw,68472,0.98,0.01,2021-12-24
2021-04-30,vic,48306,0.85,0.01,2021-12-24
2021-05-01,act,NA,NA,NA,2021-12-24
2021-05-01,qld,NA,NA,NA,2021-12-24
2021-05-01,nsw,68656,0.99,0.01,2021-12-24
2021-05-01,vic,48564,0.85,0,2021-12-24
2021-05-02,act,NA,NA,NA,2021-12-24
2021-05-02,qld,NA,NA,NA,2021-12-24
2021-05-02,nsw,68656,0.99,0,2021-12-24
2021-05-02,vic,48753,0.85,0,2021-12-24
2021-05-03,act,NA,NA,NA,2021-12-24
2021-05-03,qld,NA,NA,NA,2021-12-24
2021-05-03,nsw,70039,1.01,0.02,2021-12-24
2021-05-03,vic,49241,0.86,0.01,2021-12-24
2021-05-04,act,NA,NA,NA,2021-12-24
2021-05-04,qld,NA,NA,NA,2021-12-24
2021-05-04,nsw,71767,1.03,0.02,2021-12-24
2021-05-04,vic,50125,0.88,0.02,2021-12-24
2021-05-05,act,NA,NA,NA,2021-12-24
2021-05-05,qld,NA,NA,NA,2021-12-24
2021-05-05,nsw,73270,1.05,0.02,2021-12-24
2021-05-05,vic,50995,0.89,0.01,2021-12-24
2021-05-06,act,NA,NA,NA,2021-12-24
2021-05-06,qld,NA,NA,NA,2021-12-24
2021-05-06,nsw,75187,1.08,0.03,2021-12-24
2021-05-06,vic,52246,0.91,0.02,2021-12-24
2021-05-07,act,NA,NA,NA,2021-12-24
2021-05-07,qld,NA,NA,NA,2021-12-24
2021-05-07,nsw,76908,1.11,0.03,2021-12-24
2021-05-07,vic,53302,0.93,0.02,2021-12-24
2021-05-08,act,NA,NA,NA,2021-12-24
2021-05-08,qld,NA,NA,NA,2021-12-24
2021-05-08,nsw,77392,1.11,0,2021-12-24
2021-05-08,vic,53514,0.94,0.01,2021-12-24
2021-05-09,act,NA,NA,NA,2021-12-24
2021-05-09,qld,NA,NA,NA,2021-12-24
2021-05-09,nsw,77392,1.11,0,2021-12-24
2021-05-09,vic,53835,0.94,0,2021-12-24
2021-05-10,act,NA,NA,NA,2021-12-24
2021-05-10,qld,NA,NA,NA,2021-12-24
2021-05-10,nsw,78744,1.13,0.02,2021-12-24
2021-05-10,vic,54856,0.96,0.02,2021-12-24
2021-05-11,act,NA,NA,NA,2021-12-24
2021-05-11,qld,NA,NA,NA,2021-12-24
2021-05-11,nsw,80082,1.15,0.02,2021-12-24
2021-05-11,vic,56098,0.98,0.02,2021-12-24
2021-05-12,act,NA,NA,NA,2021-12-24
2021-05-12,qld,NA,NA,NA,2021-12-24
2021-05-12,nsw,81457,1.17,0.02,2021-12-24
2021-05-12,vic,58141,1.02,0.04,2021-12-24
2021-05-13,act,NA,NA,NA,2021-12-24
2021-05-13,qld,NA,NA,NA,2021-12-24
2021-05-13,nsw,82774,1.19,0.02,2021-12-24
2021-05-13,vic,59549,1.04,0.02,2021-12-24
2021-05-14,act,NA,NA,NA,2021-12-24
2021-05-14,qld,NA,NA,NA,2021-12-24
2021-05-14,nsw,84474,1.21,0.02,2021-12-24
2021-05-14,vic,61396,1.07,0.03,2021-12-24
2021-05-15,act,NA,NA,NA,2021-12-24
2021-05-15,qld,NA,NA,NA,2021-12-24
2021-05-15,nsw,84963,1.22,0.01,2021-12-24
2021-05-15,vic,61956,1.08,0.01,2021-12-24
2021-05-16,act,NA,NA,NA,2021-12-24
2021-05-16,qld,NA,NA,NA,2021-12-24
2021-05-16,nsw,84963,1.22,0,2021-12-24
2021-05-16,vic,62267,1.09,0.01,2021-12-24
2021-05-17,act,NA,NA,NA,2021-12-24
2021-05-17,qld,NA,NA,NA,2021-12-24
2021-05-17,nsw,87045,1.25,0.03,2021-12-24
2021-05-17,vic,64708,1.13,0.04,2021-12-24
2021-05-18,act,13826,3.8,NA,2021-12-24
2021-05-18,qld,NA,NA,NA,2021-12-24
2021-05-18,nsw,89049,1.28,0.03,2021-12-24
2021-05-18,vic,66702,1.17,0.04,2021-12-24
2021-05-19,act,13826,3.8,NA,2021-12-24
2021-05-19,qld,NA,NA,NA,2021-12-24
2021-05-19,nsw,91297,1.31,0.03,2021-12-24
2021-05-19,vic,68392,1.2,0.03,2021-12-24
2021-05-20,act,NA,NA,NA,2021-12-24
2021-05-20,qld,NA,NA,NA,2021-12-24
2021-05-20,nsw,93860,1.35,0.04,2021-12-24
2021-05-20,vic,70668,1.24,0.04,2021-12-24
2021-05-21,act,NA,NA,NA,2021-12-24
2021-05-21,qld,NA,NA,NA,2021-12-24
2021-05-21,nsw,96266,1.38,0.03,2021-12-24
2021-05-21,vic,72167,1.26,0.02,2021-12-24
2021-05-22,act,NA,NA,NA,2021-12-24
2021-05-22,qld,NA,NA,NA,2021-12-24
2021-05-22,nsw,96745,1.39,0.01,2021-12-24
2021-05-22,vic,72806,1.27,0.01,2021-12-24
2021-05-23,act,16656,4.58,NA,2021-12-24
2021-05-23,qld,78898,1.8,NA,2021-12-24
2021-05-23,nsw,125810,1.81,0.42,2021-12-24
2021-05-23,vic,87033,1.52,0.25,2021-12-24
2021-05-24,act,16656,4.58,0,2021-12-24
2021-05-24,qld,78898,1.8,0,2021-12-24
2021-05-24,nsw,125810,1.81,0,2021-12-24
2021-05-24,vic,87033,1.52,0,2021-12-24
2021-05-25,act,19309,5.31,0.73,2021-12-24
2021-05-25,qld,84774,1.93,0.13,2021-12-24
2021-05-25,nsw,145341,2.09,0.28,2021-12-24
2021-05-25,vic,102081,1.79,0.27,2021-12-24
2021-05-26,act,19309,5.31,0,2021-12-24
2021-05-26,qld,84774,1.93,0,2021-12-24
2021-05-26,nsw,150552,2.16,0.07,2021-12-24
2021-05-26,vic,103516,1.81,0.02,2021-12-24
2021-05-27,act,19309,5.31,0,2021-12-24
2021-05-27,qld,84774,1.93,0,2021-12-24
2021-05-27,nsw,153886,2.21,0.05,2021-12-24
2021-05-27,vic,106257,1.86,0.05,2021-12-24
2021-05-28,act,19309,5.31,0,2021-12-24
2021-05-28,qld,84774,1.93,0,2021-12-24
2021-05-28,nsw,153886,2.21,0,2021-12-24
2021-05-28,vic,107784,1.89,0.03,2021-12-24
2021-05-29,act,19309,5.31,0,2021-12-24
2021-05-29,qld,84774,1.93,0,2021-12-24
2021-05-29,nsw,153886,2.21,0,2021-12-24
2021-05-29,vic,109581,1.92,0.03,2021-12-24
2021-05-30,act,19309,5.31,0,2021-12-24
2021-05-30,qld,84774,1.93,0,2021-12-24
2021-05-30,nsw,153886,2.21,0,2021-12-24
2021-05-30,vic,110644,1.94,0.02,2021-12-24
2021-05-31,act,19309,5.31,0,2021-12-24
2021-05-31,qld,84774,1.93,0,2021-12-24
2021-05-31,nsw,156333,2.25,0.04,2021-12-24
2021-05-31,vic,111928,1.96,0.02,2021-12-24
2021-06-01,act,21153,5.82,0.51,2021-12-24
2021-06-01,qld,92542,2.11,0.18,2021-12-24
2021-06-01,nsw,167075,2.4,0.15,2021-12-24
2021-06-01,vic,117174,2.05,0.09,2021-12-24
2021-06-02,act,21153,5.82,0,2021-12-24
2021-06-02,qld,92542,2.11,0,2021-12-24
2021-06-02,nsw,170669,2.45,0.05,2021-12-24
2021-06-02,vic,119343,2.09,0.04,2021-12-24
2021-06-03,act,21153,5.82,0,2021-12-24
2021-06-03,qld,92542,2.11,0,2021-12-24
2021-06-03,nsw,175030,2.52,0.07,2021-12-24
2021-06-03,vic,120941,2.12,0.03,2021-12-24
2021-06-04,act,21153,5.82,0,2021-12-24
2021-06-04,qld,92542,2.11,0,2021-12-24
2021-06-04,nsw,179477,2.58,0.06,2021-12-24
2021-06-04,vic,123421,2.16,0.04,2021-12-24
2021-06-05,act,21153,5.82,0,2021-12-24
2021-06-05,qld,92542,2.11,0,2021-12-24
2021-06-05,nsw,180397,2.59,0.01,2021-12-24
2021-06-05,vic,126175,2.21,0.05,2021-12-24
2021-06-06,act,21153,5.82,0,2021-12-24
2021-06-06,qld,92542,2.11,0,2021-12-24
2021-06-06,nsw,180397,2.59,0,2021-12-24
2021-06-06,vic,129280,2.26,0.05,2021-12-24
2021-06-07,act,25439,6.99,1.17,2021-12-24
2021-06-07,qld,105173,2.4,0.29,2021-12-24
2021-06-07,nsw,204595,2.94,0.35,2021-12-24
2021-06-07,vic,135645,2.37,0.11,2021-12-24
2021-06-08,act,25439,6.99,0,2021-12-24
2021-06-08,qld,105173,2.4,0,2021-12-24
2021-06-08,nsw,213686,3.07,0.13,2021-12-24
2021-06-08,vic,138213,2.42,0.05,2021-12-24
2021-06-09,act,25439,6.99,0,2021-12-24
2021-06-09,qld,105173,2.4,0,2021-12-24
2021-06-09,nsw,213686,3.07,0,2021-12-24
2021-06-09,vic,142426,2.49,0.07,2021-12-24
2021-06-10,act,25439,6.99,0,2021-12-24
2021-06-10,qld,105173,2.4,0,2021-12-24
2021-06-10,nsw,222807,3.2,0.13,2021-12-24
2021-06-10,vic,142426,2.49,0,2021-12-24
2021-06-11,act,25439,6.99,0,2021-12-24
2021-06-11,qld,105173,2.4,0,2021-12-24
2021-06-11,nsw,232335,3.34,0.14,2021-12-24
2021-06-11,vic,146749,2.57,0.08,2021-12-24
2021-06-12,act,25439,6.99,0,2021-12-24
2021-06-12,qld,105173,2.4,0,2021-12-24
2021-06-12,nsw,237250,3.41,0.07,2021-12-24
2021-06-12,vic,148111,2.59,0.02,2021-12-24
2021-06-13,act,25439,6.99,0,2021-12-24
2021-06-13,qld,105173,2.4,0,2021-12-24
2021-06-13,nsw,237250,3.41,0,2021-12-24
2021-06-13,vic,149300,2.61,0.02,2021-12-24
2021-06-14,act,25439,6.99,0,2021-12-24
2021-06-14,qld,105173,2.4,0,2021-12-24
2021-06-14,nsw,237250,3.41,0,2021-12-24
2021-06-14,vic,150573,2.63,0.02,2021-12-24
2021-06-15,act,28967,7.96,0.97,2021-12-24
2021-06-15,qld,128324,2.93,0.53,2021-12-24
2021-06-15,nsw,259437,3.73,0.32,2021-12-24
2021-06-15,vic,165724,2.9,0.27,2021-12-24
2021-06-16,act,28967,7.96,0,2021-12-24
2021-06-16,qld,128324,2.93,0,2021-12-24
2021-06-16,nsw,269824,3.88,0.15,2021-12-24
2021-06-16,vic,172244,3.01,0.11,2021-12-24
2021-06-17,act,28967,7.96,0,2021-12-24
2021-06-17,qld,128324,2.93,0,2021-12-24
2021-06-17,nsw,279418,4.02,0.14,2021-12-24
2021-06-17,vic,179270,3.14,0.13,2021-12-24
2021-06-18,act,28967,7.96,0,2021-12-24
2021-06-18,qld,128324,2.93,0,2021-12-24
2021-06-18,nsw,289941,4.17,0.15,2021-12-24
2021-06-18,vic,188061,3.29,0.15,2021-12-24
2021-06-19,act,28967,7.96,0,2021-12-24
2021-06-19,qld,128324,2.93,0,2021-12-24
2021-06-19,nsw,294965,4.24,0.07,2021-12-24
2021-06-19,vic,193338,3.38,0.09,2021-12-24
2021-06-20,act,28967,7.96,0,2021-12-24
2021-06-20,qld,128324,2.93,0,2021-12-24
2021-06-20,nsw,294981,4.24,0,2021-12-24
2021-06-20,vic,199051,3.48,0.1,2021-12-24
2021-06-21,act,35790,9.84,1.88,2021-12-24
2021-06-21,qld,188420,4.3,1.37,2021-12-24
2021-06-21,nsw,357767,5.14,0.9,2021-12-24
2021-06-21,vic,256069,4.48,1,2021-12-24
2021-06-22,act,35790,9.84,0,2021-12-24
2021-06-22,qld,188420,4.3,0,2021-12-24
2021-06-22,nsw,366660,5.27,0.13,2021-12-24
2021-06-22,vic,270392,4.73,0.25,2021-12-24
2021-06-23,act,35790,9.84,0,2021-12-24
2021-06-23,qld,188420,4.3,0,2021-12-24
2021-06-23,nsw,376276,5.41,0.14,2021-12-24
2021-06-23,vic,270392,4.73,0,2021-12-24
2021-06-24,act,35790,9.84,0,2021-12-24
2021-06-24,qld,188420,4.3,0,2021-12-24
2021-06-24,nsw,385092,5.54,0.13,2021-12-24
2021-06-24,vic,294056,5.14,0.41,2021-12-24
2021-06-25,act,35790,9.84,0,2021-12-24
2021-06-25,qld,188420,4.3,0,2021-12-24
2021-06-25,nsw,392527,5.64,0.1,2021-12-24
2021-06-25,vic,309058,5.41,0.27,2021-12-24
2021-06-26,act,35790,9.84,0,2021-12-24
2021-06-26,qld,188420,4.3,0,2021-12-24
2021-06-26,nsw,396246,5.7,0.06,2021-12-24
2021-06-26,vic,317413,5.55,0.14,2021-12-24
2021-06-27,act,35790,9.84,0,2021-12-24
2021-06-27,qld,188420,4.3,0,2021-12-24
2021-06-27,nsw,396652,5.7,0,2021-12-24
2021-06-27,vic,325615,5.7,0.15,2021-12-24
2021-06-28,act,42467,11.68,1.84,2021-12-24
2021-06-28,qld,273359,6.24,1.94,2021-12-24
2021-06-28,nsw,463624,6.67,0.97,2021-12-24
2021-06-28,vic,382741,6.7,1,2021-12-24
2021-06-29,act,42467,11.68,0,2021-12-24
2021-06-29,qld,273359,6.24,0,2021-12-24
2021-06-29,nsw,471176,6.77,0.1,2021-12-24
2021-06-29,vic,394855,6.91,0.21,2021-12-24
2021-06-30,act,42467,11.68,0,2021-12-24
2021-06-30,qld,273359,6.24,0,2021-12-24
2021-06-30,nsw,471176,6.77,0,2021-12-24
2021-06-30,vic,409081,7.16,0.25,2021-12-24
2021-07-01,act,47464,13.05,1.37,2021-12-24
2021-07-01,qld,331806,7.57,1.33,2021-12-24
2021-07-01,nsw,534493,7.68,0.91,2021-12-24
2021-07-01,vic,457280,8,0.84,2021-12-24
2021-07-02,act,49843,13.7,0.65,2021-12-24
2021-07-02,qld,350877,8.01,0.44,2021-12-24
2021-07-02,nsw,554057,7.97,0.29,2021-12-24
2021-07-02,vic,482714,8.44,0.44,2021-12-24
2021-07-03,act,50219,13.81,0.11,2021-12-24
2021-07-03,qld,363682,8.3,0.29,2021-12-24
2021-07-03,nsw,564930,8.12,0.15,2021-12-24
2021-07-03,vic,498229,8.72,0.28,2021-12-24
2021-07-04,act,50816,13.97,0.16,2021-12-24
2021-07-04,qld,369481,8.43,0.13,2021-12-24
2021-07-04,nsw,567316,8.16,0.04,2021-12-24
2021-07-04,vic,507228,8.87,0.15,2021-12-24
2021-07-05,act,53654,14.75,0.78,2021-12-24
2021-07-05,qld,379607,8.66,0.23,2021-12-24
2021-07-05,nsw,586674,8.43,0.27,2021-12-24
2021-07-05,vic,528070,9.24,0.37,2021-12-24
2021-07-06,act,54496,14.98,0.23,2021-12-24
2021-07-06,qld,397278,9.06,0.4,2021-12-24
2021-07-06,nsw,609108,8.76,0.33,2021-12-24
2021-07-06,vic,554313,9.7,0.46,2021-12-24
2021-07-07,act,55752,15.33,0.35,2021-12-24
2021-07-07,qld,417238,9.52,0.46,2021-12-24
2021-07-07,nsw,629961,9.06,0.3,2021-12-24
2021-07-07,vic,573622,10.04,0.34,2021-12-24
2021-07-08,act,56751,15.6,0.27,2021-12-24
2021-07-08,qld,437988,9.99,0.47,2021-12-24
2021-07-08,nsw,651446,9.37,0.31,2021-12-24
2021-07-08,vic,596746,10.44,0.4,2021-12-24
2021-07-09,act,58429,16.06,0.46,2021-12-24
2021-07-09,qld,455681,10.4,0.41,2021-12-24
2021-07-09,nsw,671858,9.66,0.29,2021-12-24
2021-07-09,vic,618399,10.82,0.38,2021-12-24
2021-07-10,act,58931,16.2,0.14,2021-12-24
2021-07-10,qld,467536,10.67,0.27,2021-12-24
2021-07-10,nsw,683667,9.83,0.17,2021-12-24
2021-07-10,vic,630774,11.03,0.21,2021-12-24
2021-07-11,act,59392,16.33,0.13,2021-12-24
2021-07-11,qld,473868,10.81,0.14,2021-12-24
2021-07-11,nsw,686408,9.87,0.04,2021-12-24
2021-07-11,vic,638454,11.17,0.14,2021-12-24
2021-07-12,act,62082,17.07,0.74,2021-12-24
2021-07-12,qld,485285,11.07,0.26,2021-12-24
2021-07-12,nsw,710714,10.22,0.35,2021-12-24
2021-07-12,vic,660399,11.55,0.38,2021-12-24
2021-07-13,act,63580,17.48,0.41,2021-12-24
2021-07-13,qld,503562,11.49,0.42,2021-12-24
2021-07-13,nsw,741075,10.65,0.43,2021-12-24
2021-07-13,vic,681030,11.91,0.36,2021-12-24
2021-07-14,act,64995,17.87,0.39,2021-12-24
2021-07-14,qld,523333,11.94,0.45,2021-12-24
2021-07-14,nsw,769552,11.06,0.41,2021-12-24
2021-07-14,vic,703352,12.3,0.39,2021-12-24
2021-07-15,act,65961,18.13,0.26,2021-12-24
2021-07-15,qld,544039,12.41,0.47,2021-12-24
2021-07-15,nsw,801520,11.52,0.46,2021-12-24
2021-07-15,vic,724373,12.67,0.37,2021-12-24
2021-07-16,act,67331,18.51,0.38,2021-12-24
2021-07-16,qld,561139,12.8,0.39,2021-12-24
2021-07-16,nsw,830856,11.94,0.42,2021-12-24
2021-07-16,vic,745336,13.04,0.37,2021-12-24
2021-07-17,act,68133,18.73,0.22,2021-12-24
2021-07-17,qld,573150,13.08,0.28,2021-12-24
2021-07-17,nsw,846261,12.17,0.23,2021-12-24
2021-07-17,vic,757033,13.24,0.2,2021-12-24
2021-07-18,act,68264,18.77,0.04,2021-12-24
2021-07-18,qld,578917,13.21,0.13,2021-12-24
2021-07-18,nsw,854625,12.29,0.12,2021-12-24
2021-07-18,vic,763682,13.36,0.12,2021-12-24
2021-07-19,act,74460,20.47,1.7,2021-12-24
2021-07-19,qld,587289,13.4,0.19,2021-12-24
2021-07-19,nsw,882844,12.69,0.4,2021-12-24
2021-07-19,vic,784330,13.72,0.36,2021-12-24
2021-07-20,act,75941,20.88,0.41,2021-12-24
2021-07-20,qld,604283,13.79,0.39,2021-12-24
2021-07-20,nsw,912940,13.12,0.43,2021-12-24
2021-07-20,vic,806196,14.1,0.38,2021-12-24
2021-07-21,act,76715,21.09,0.21,2021-12-24
2021-07-21,qld,622279,14.2,0.41,2021-12-24
2021-07-21,nsw,948667,13.64,0.52,2021-12-24
2021-07-21,vic,826760,14.46,0.36,2021-12-24
2021-07-22,act,79250,21.79,0.7,2021-12-24
2021-07-22,qld,640202,14.61,0.41,2021-12-24
2021-07-22,nsw,982170,14.12,0.48,2021-12-24
2021-07-22,vic,847974,14.83,0.37,2021-12-24
2021-07-23,act,80144,22.03,0.24,2021-12-24
2021-07-23,qld,657252,15,0.39,2021-12-24
2021-07-23,nsw,1012939,14.56,0.44,2021-12-24
2021-07-23,vic,871704,15.25,0.42,2021-12-24
